user_sequence,challenge
44896_13,CI24968
44898_11,CI23663
44898_12,CI23936
44898_13,CI24070
44901_11,CI23714
44901_12,CI24868
44901_13,CI24968
44902_11,CI24530
44902_12,CI24522
44902_13,CI24917
44904_11,CI24868
44904_12,CI25140
44904_13,CI24968
44906_11,CI23663
44906_12,CI24522
44906_13,CI23855
44907_11,CI25074
44907_12,CI24349
44907_13,CI24522
44909_11,CI23714
44909_12,CI25769
44909_13,CI24917
44910_11,CI24268
44910_12,CI25769
44910_13,CI24917
44916_11,CI24527
44916_12,CI26388
44916_13,CI24917
44917_11,CI23714
44917_12,CI24530
44917_13,CI24968
44920_11,CI25353
44920_12,CI27648
44920_13,CI26221
44923_11,CI23714
44923_12,CI24955
44923_13,CI24972
44924_11,CI23714
44924_12,CI24362
44924_13,CI24349
44930_11,CI26870
44930_12,CI26173
44930_13,CI26217
44937_11,CI26934
44937_12,CI26915
44937_13,CI26908
44941_11,CI23663
44941_12,CI24522
44941_13,CI24917
44942_11,CI26908
44942_12,CI26211
44942_13,CI26905
44945_11,CI27049
44945_12,CI27811
44945_13,CI27031
44947_11,CI24936
44947_12,CI25052
44947_13,CI24917
44950_11,CI26055
44950_12,CI24868
44950_13,CI24968
44952_11,CI27652
44952_12,CI27679
44952_13,CI27652
44953_11,CI24527
44953_12,CI24530
44953_13,CI23663
44954_11,CI23663
44954_12,CI25175
44954_13,CI25140
44956_11,CI24522
44956_12,CI24522
44956_13,CI24917
44960_11,CI24086
44960_12,CI24522
44960_13,CI24917
44971_11,CI26165
44971_12,CI26934
44971_13,CI26905
44973_11,CI24860
44973_12,CI25140
44973_13,CI24917
44974_11,CI25074
44974_12,CI24373
44974_13,CI23764
44975_11,CI27651
44975_12,CI27652
44975_13,CI27679
44976_11,CI23663
44976_12,CI24868
44976_13,CI24917
44982_11,CI24187
44982_12,CI23714
44982_13,CI24530
44985_11,CI23663
44985_12,CI23856
44985_13,CI24968
44987_11,CI24633
44987_12,CI24461
44987_13,CI23764
44991_11,CI25353
44991_12,CI27669
44991_13,CI27648
44997_11,CI23855
44997_12,CI24086
44997_13,CI24917
44998_11,CI25242
44998_12,CI25140
44998_13,CI24917
44999_11,CI24461
44999_12,CI24461
44999_13,CI24436
45002_11,CI28571
45002_12,CI25140
45002_13,CI24917
45005_11,CI24992
45005_12,CI28184
45005_13,CI24917
45011_11,CI24527
45011_12,CI24522
45011_13,CI23855
45013_11,CI24866
45013_12,CI24530
45013_13,CI24522
45016_11,CI25149
45016_12,CI23769
45016_13,CI24868
45017_11,CI24633
45017_12,CI24461
45017_13,CI24368
45021_11,CI25097
45021_12,CI25054
45021_13,CI24917
45024_11,CI25998
45024_12,CI25988
45024_13,CI25988
45025_11,CI24530
45025_12,CI25769
45025_13,CI24917
45028_11,CI23663
45028_12,CI24868
45028_13,CI24968
45030_11,CI23855
45030_12,CI25140
45030_13,CI24917
45032_11,CI24527
45032_12,CI24860
45032_13,CI25140
45035_11,CI24251
45035_12,CI24246
45035_13,CI24968
45036_11,CI28184
45036_12,CI28176
45036_13,CI28176
45037_11,CI24868
45037_12,CI24522
45037_13,CI23855
45038_11,CI24036
45038_12,CI23871
45038_13,CI23871
45044_11,CI23663
45044_12,CI26722
45044_13,CI24917
45046_11,CI23663
45046_12,CI25140
45046_13,CI24917
45047_11,CI25119
45047_12,CI25054
45047_13,CI24917
45048_11,CI23663
45048_12,CI24522
45048_13,CI24968
45051_11,CI25073
45051_12,CI25054
45051_13,CI24917
45054_11,CI23663
45054_12,CI24522
45054_13,CI24917
45056_11,CI23714
45056_12,CI24530
45056_13,CI24917
45057_11,CI24992
45057_12,CI28184
45057_13,CI28176
45063_11,CI23714
45063_12,CI23663
45063_13,CI25054
45067_11,CI24527
45067_12,CI24373
45067_13,CI24917
45068_11,CI25140
45068_12,CI25140
45068_13,CI28567
45072_11,CI25754
45072_12,CI24522
45072_13,CI24917
45073_11,CI24860
45073_12,CI25140
45073_13,CI24917
45074_11,CI28168
45074_12,CI28184
45074_13,CI28176
45075_11,CI23855
45075_12,CI24106
45075_13,CI25097
45076_11,CI23714
45076_12,CI25073
45076_13,CI24917
45077_11,CI24867
45077_12,CI25054
45077_13,CI24917
45078_11,CI25827
45078_12,CI25665
45078_13,CI25829
45079_11,CI25124
45079_12,CI24530
45079_13,CI25140
45080_11,CI27565
45080_12,CI25532
45080_13,CI28569
45082_11,CI24530
45082_12,CI24349
45082_13,CI24461
45087_11,CI28192
45087_12,CI28189
45087_13,CI28184
45089_11,CI26896
45089_12,CI27648
45089_13,CI26221
45090_11,CI24530
45090_12,CI23663
45090_13,CI23855
45093_11,CI24868
45093_12,CI24522
45093_13,CI23855
45099_11,CI23663
45099_12,CI24522
45099_13,CI24917
45100_11,CI26935
45100_12,CI26915
45100_13,CI26902
45104_11,CI23663
45104_12,CI24955
45104_13,CI24968
45109_11,CI23714
45109_12,CI23598
45109_13,CI24461
45111_11,CI24530
45111_12,CI23663
45111_13,CI23855
45112_11,CI24257
45112_12,CI24206
45112_13,CI24917
45116_11,CI24527
45116_12,CI24868
45116_13,CI24968
45117_11,CI24522
45117_12,CI24522
45117_13,CI24917
45118_11,CI24960
45118_12,CI24530
45118_13,CI25829
45121_11,CI23663
45121_12,CI25769
45121_13,CI24968
45125_11,CI23663
45125_12,CI24257
45125_13,CI23662
45127_11,CI25073
45127_12,CI25128
45127_13,CI24917
45129_11,CI24296
45129_12,CI25119
45129_13,CI25571
45132_11,CI26939
45132_12,CI27811
45132_13,CI26922
45133_11,CI23663
45133_12,CI24522
45133_13,CI23855
45137_11,CI27779
45137_12,CI27782
45137_13,CI27811
45139_11,CI24997
45139_12,CI24868
45139_13,CI24917
45140_11,CI25124
45140_12,CI23855
45140_13,CI24917
45141_11,CI23663
45141_12,CI24522
45141_13,CI23855
45144_11,CI24868
45144_12,CI24868
45144_13,CI24968
45147_11,CI28582
45147_12,CI23856
45147_13,CI24968
45149_11,CI24037
45149_12,CI24036
45149_13,CI23662
45154_11,CI23769
45154_12,CI24868
45154_13,CI24968
45155_11,CI24212
45155_12,CI24522
45155_13,CI23662
45157_11,CI27782
45157_12,CI27789
45157_13,CI27811
45160_11,CI23714
45160_12,CI24671
45160_13,CI24461
45161_11,CI27800
45161_12,CI27809
45161_13,CI27811
45163_11,CI26216
45163_12,CI26910
45163_13,CI26902
45164_11,CI23714
45164_12,CI23936
45164_13,CI24917
45166_11,CI24936
45166_12,CI25052
45166_13,CI24917
45170_11,CI24880
45170_12,CI24868
45170_13,CI24917
45171_11,CI27033
45171_12,CI27038
45171_13,CI27031
45173_11,CI27800
45173_12,CI26846
45173_13,CI27811
45177_11,CI25449
45177_12,CI24527
45177_13,CI24917
45179_11,CI23663
45179_12,CI24868
45179_13,CI24968
45180_11,CI24522
45180_12,CI25097
45180_13,CI24917
45183_11,CI25105
45183_12,CI24917
45183_13,CI24917
45186_11,CI23663
45186_12,CI24868
45186_13,CI24917
45188_11,CI28184
45188_12,CI28184
45188_13,CI28176
45192_11,CI23663
45192_12,CI24461
45192_13,CI24917
45193_11,CI23663
45193_12,CI24729
45193_13,CI23855
45194_11,CI23663
45194_12,CI24530
45194_13,CI23855
45196_11,CI26912
45196_12,CI26211
45196_13,CI26905
45206_11,CI24257
45206_12,CI24868
45206_13,CI24917
45207_11,CI24522
45207_12,CI24522
45207_13,CI24917
45214_11,CI26935
45214_12,CI27807
45214_13,CI27811
45216_11,CI28168
45216_12,CI28184
45216_13,CI28176
45217_11,CI24455
45217_12,CI24461
45217_13,CI25298
45218_11,CI26172
45218_12,CI27781
45218_13,CI26922
45222_11,CI26935
45222_12,CI26930
45222_13,CI27811
45223_11,CI25097
45223_12,CI25063
45223_13,CI24917
45226_11,CI27811
45226_12,CI26846
45226_13,CI27781
45229_11,CI23714
45229_12,CI23688
45229_13,CI24968
45230_11,CI23569
45230_12,CI25140
45230_13,CI24917
45231_11,CI23663
45231_12,CI24522
45231_13,CI24917
45233_11,CI23855
45233_12,CI24530
45233_13,CI24917
45238_11,CI26211
45238_12,CI26919
45238_13,CI26922
45247_11,CI24868
45247_12,CI24868
45247_13,CI24917
45248_11,CI26912
45248_12,CI26211
45248_13,CI26905
45253_11,CI26873
45253_12,CI26934
45253_13,CI26905
45255_11,CI28184
45255_12,CI28177
45255_13,CI28179
45256_11,CI24413
45256_12,CI25754
45256_13,CI24917
45258_11,CI26055
45258_12,CI25140
45258_13,CI24917
45261_11,CI24461
45261_12,CI24461
45261_13,CI23764
45262_11,CI28168
45262_12,CI28184
45262_13,CI28176
45263_11,CI28177
45263_12,CI28184
45263_13,CI28176
45264_11,CI23503
45264_12,CI24818
45264_13,CI24917
45265_11,CI28168
45265_12,CI28184
45265_13,CI28176
45266_11,CI24633
45266_12,CI23840
45266_13,CI23598
45267_11,CI24955
45267_12,CI24257
45267_13,CI24968
45272_11,CI28168
45272_12,CI28184
45272_13,CI28176
45273_11,CI23855
45273_12,CI23663
45273_13,CI24868
45274_11,CI28177
45274_12,CI28184
45274_13,CI28176
45277_11,CI23663
45277_12,CI23733
45277_13,CI24917
45281_11,CI26918
45281_12,CI26211
45281_13,CI26911
45282_11,CI28168
45282_12,CI28184
45282_13,CI28176
45283_11,CI23714
45283_12,CI24530
45283_13,CI24917
45284_11,CI23714
45284_12,CI24867
45284_13,CI24461
45285_11,CI26854
45285_12,CI27957
45285_13,CI26824
45287_11,CI23920
45287_12,CI23856
45287_13,CI28567
45291_11,CI23663
45291_12,CI24522
45291_13,CI24917
45297_11,CI27652
45297_12,CI27679
45297_13,CI26221
45298_11,CI24461
45298_12,CI24461
45298_13,CI24917
45300_11,CI25058
45300_12,CI24942
45300_13,CI24917
45302_11,CI27655
45302_12,CI27679
45302_13,CI26824
45303_11,CI24530
45303_12,CI24461
45303_13,CI24917
45307_11,CI27800
45307_12,CI27807
45307_13,CI27781
45311_11,CI24860
45311_12,CI25140
45311_13,CI25298
45315_11,CI27648
45315_12,CI27648
45315_13,CI26221
45331_11,CI27807
45331_12,CI27809
45331_13,CI27811
45332_11,CI26893
45332_12,CI26896
45332_13,CI26221
45335_11,CI24527
45335_12,CI24530
45335_13,CI23856
45341_11,CI24522
45341_12,CI24522
45341_13,CI23855
45345_11,CI23855
45345_12,CI25128
45345_13,CI25140
45346_11,CI23689
45346_12,CI24522
45346_13,CI24917
45347_11,CI27800
45347_12,CI27807
45347_13,CI27811
45352_11,CI23663
45352_12,CI25930
45352_13,CI24968
45354_11,CI27648
45354_12,CI27781
45354_13,CI26922
45357_11,CI23714
45357_12,CI24530
45357_13,CI23663
45360_11,CI23714
45360_12,CI23840
45360_13,CI24917
45362_11,CI27669
45362_12,CI27679
45362_13,CI27662
45363_11,CI23714
45363_12,CI24955
45363_13,CI24968
45364_11,CI23714
45364_12,CI24530
45364_13,CI23856
45366_11,CI23663
45366_12,CI24522
45366_13,CI23855
45369_11,CI28187
45369_12,CI28189
45369_13,CI28184
45372_11,CI25124
45372_12,CI23855
45372_13,CI24917
45374_11,CI27800
45374_12,CI26846
45374_13,CI27811
45378_11,CI24109
45378_12,CI24530
45378_13,CI23662
45380_11,CI23714
45380_12,CI23663
45380_13,CI24917
45381_11,CI24867
45381_12,CI25140
45381_13,CI24968
45382_11,CI24086
45382_12,CI23813
45382_13,CI24100
45383_11,CI24868
45383_12,CI25140
45383_13,CI24968
45384_11,CI27809
45384_12,CI27811
45384_13,CI27781
45387_11,CI23769
45387_12,CI24257
45387_13,CI24868
45388_11,CI23714
45388_12,CI24530
45388_13,CI23662
45390_11,CI25988
45390_12,CI25988
45390_13,CI24436
45392_11,CI24966
45392_12,CI24860
45392_13,CI24917
45393_11,CI24109
45393_12,CI24530
45393_13,CI24522
45397_11,CI23714
45397_12,CI26620
45397_13,CI23855
45400_11,CI26160
45400_12,CI26160
45400_13,CI26221
45401_11,CI26160
45401_12,CI26160
45401_13,CI26161
45403_11,CI24530
45403_12,CI24461
45403_13,CI24917
45405_11,CI26221
45405_12,CI26211
45405_13,CI26217
45407_11,CI26839
45407_12,CI27648
45407_13,CI26221
45411_11,CI23705
45411_12,CI23705
45411_13,CI24917
45414_11,CI23714
45414_12,CI26160
45414_13,CI24917
45419_11,CI25988
45419_12,CI25762
45419_13,CI27987
45421_11,CI26216
45421_12,CI26211
45421_13,CI26217
45422_11,CI24877
45422_12,CI24868
45422_13,CI24917
45427_11,CI26950
45427_12,CI27049
45427_13,CI27031
45430_11,CI26172
45430_12,CI26211
45430_13,CI26217
45431_11,CI23663
45431_12,CI25140
45431_13,CI24917
45432_11,CI26858
45432_12,CI26919
45432_13,CI26221
45433_11,CI26160
45433_12,CI26160
45433_13,CI26217
45435_11,CI23598
45435_12,CI24461
45435_13,CI24917
45436_11,CI24895
45436_12,CI24866
45436_13,CI24968
45437_11,CI27049
45437_12,CI27811
45437_13,CI27031
45439_11,CI23714
45439_12,CI25140
45439_13,CI24968
45440_11,CI25300
45440_12,CI25988
45440_13,CI25762
45446_11,CI26170
45446_12,CI26160
45446_13,CI26174
45448_11,CI27049
45448_12,CI27811
45448_13,CI27031
45449_11,CI26896
45449_12,CI27648
45449_13,CI26221
45451_11,CI25054
45451_12,CI25054
45451_13,CI24917
45452_11,CI23663
45452_12,CI24257
45452_13,CI23855
45462_11,CI23663
45462_12,CI25054
45462_13,CI24917
45463_11,CI24086
45463_12,CI25058
45463_13,CI23662
45464_11,CI24868
45464_12,CI24263
45464_13,CI24968
45465_11,CI24633
45465_12,CI24607
45465_13,CI24267
45466_11,CI23855
45466_12,CI24522
45466_13,CI24917
45467_11,CI23714
45467_12,CI24461
45467_13,CI24917
45469_11,CI23714
45469_12,CI24868
45469_13,CI24968
45470_11,CI24125
45470_12,CI24461
45470_13,CI24917
45473_11,CI23855
45473_12,CI24868
45473_13,CI24968
45474_11,CI26896
45474_12,CI27648
45474_13,CI26221
45475_11,CI24868
45475_12,CI25140
45475_13,CI24917
45477_11,CI23663
45477_12,CI25054
45477_13,CI24917
45479_11,CI23663
45479_12,CI24522
45479_13,CI24917
45480_11,CI23769
45480_12,CI24257
45480_13,CI23856
45481_11,CI24461
45481_12,CI25140
45481_13,CI24917
45482_11,CI24530
45482_12,CI24868
45482_13,CI23855
45483_11,CI27648
45483_12,CI27648
45483_13,CI26221
45485_11,CI25124
45485_12,CI25107
45485_13,CI24917
45486_11,CI25333
45486_12,CI25754
45486_13,CI25571
45487_11,CI25124
45487_12,CI24530
45487_13,CI25140
45488_11,CI23855
45488_12,CI23936
45488_13,CI24917
45491_11,CI24530
45491_12,CI24206
45491_13,CI24868
45492_11,CI23663
45492_12,CI26055
45492_13,CI24917
45493_11,CI23663
45493_12,CI25140
45493_13,CI24917
45497_11,CI24257
45497_12,CI24868
45497_13,CI24968
45498_11,CI26896
45498_12,CI27648
45498_13,CI26221
45499_11,CI25124
45499_12,CI24992
45499_13,CI24968
45503_11,CI23769
45503_12,CI23688
45503_13,CI23662
45505_11,CI26919
45505_12,CI26902
45505_13,CI26902
45508_11,CI26919
45508_12,CI26908
45508_13,CI26908
45509_11,CI26846
45509_12,CI26221
45509_13,CI26221
45517_11,CI26041
45517_12,CI25300
45517_13,CI25988
45526_11,CI23663
45526_12,CI24522
45526_13,CI23855
45529_11,CI24511
45529_12,CI24373
45529_13,CI24917
45535_11,CI26388
45535_12,CI24868
45535_13,CI24968
45542_11,CI25074
45542_12,CI24522
45542_13,CI24917
45544_11,CI23663
45544_12,CI24373
45544_13,CI24436
45549_11,CI23663
45549_12,CI24522
45549_13,CI24917
45550_11,CI24102
45550_12,CI23705
45550_13,CI24917
45552_11,CI24530
45552_12,CI24868
45552_13,CI23662
45553_11,CI24868
45553_12,CI25140
45553_13,CI24968
45554_11,CI24530
45554_12,CI23663
45554_13,CI24917
45555_11,CI24527
45555_12,CI24522
45555_13,CI24917
45563_11,CI23714
45563_12,CI25140
45563_13,CI24917
45564_11,CI26858
45564_12,CI26919
45564_13,CI26905
45567_11,CI23663
45567_12,CI25054
45567_13,CI24917
45568_11,CI24866
45568_12,CI23714
45568_13,CI25140
45570_11,CI24530
45570_12,CI25140
45570_13,CI24917
45572_11,CI27667
45572_12,CI27648
45572_13,CI26221
45576_11,CI24594
45576_12,CI24641
45576_13,CI24648
45579_11,CI27667
45579_12,CI27648
45579_13,CI27648
45580_11,CI24362
45580_12,CI25988
45580_13,CI24436
45582_11,CI23714
45582_12,CI25140
45582_13,CI24917
45583_11,CI27049
45583_12,CI27038
45583_13,CI27050
45584_11,CI24997
45584_12,CI26054
45584_13,CI24917
45590_11,CI24086
45590_12,CI24868
45590_13,CI24917
45591_11,CI23598
45591_12,CI24461
45591_13,CI23764
45594_11,CI26055
45594_12,CI26054
45594_13,CI24968
45597_11,CI23714
45597_12,CI24868
45597_13,CI24917
45599_11,CI23714
45599_12,CI24868
45599_13,CI24917
45601_11,CI24530
45601_12,CI24461
45601_13,CI24917
45603_11,CI26896
45603_12,CI27648
45603_13,CI26221
45604_11,CI24530
45604_12,CI24522
45604_13,CI23855
45605_11,CI27679
45605_12,CI26160
45605_13,CI26221
45606_11,CI23714
45606_12,CI25140
45606_13,CI24917
45613_11,CI23663
45613_12,CI25054
45613_13,CI23662
45614_11,CI24868
45614_12,CI25140
45614_13,CI24917
45622_11,CI24141
45622_12,CI23663
45622_13,CI25140
45623_11,CI26919
45623_12,CI26858
45623_13,CI26902
45631_11,CI26893
45631_12,CI26896
45631_13,CI26221
45636_11,CI24868
45636_12,CI24522
45636_13,CI24917
45637_11,CI25052
45637_12,CI24917
45637_13,CI24917
45640_11,CI23663
45640_12,CI23856
45640_13,CI24917
45641_11,CI25988
45641_12,CI25988
45641_13,CI25762
45642_11,CI27049
45642_12,CI27811
45642_13,CI27050
45647_11,CI27648
45647_12,CI26221
45647_13,CI26221
45648_11,CI26839
45648_12,CI27648
45648_13,CI26217
45655_11,CI23769
45655_12,CI24868
45655_13,CI25732
45657_11,CI24875
45657_12,CI24868
45657_13,CI24917
45660_11,CI23598
45660_12,CI24461
45660_13,CI24917
45661_11,CI27049
45661_12,CI27038
45661_13,CI27031
45662_11,CI25128
45662_12,CI24522
45662_13,CI24917
45663_11,CI23714
45663_12,CI23663
45663_13,CI24917
45665_11,CI24867
45665_12,CI25769
45665_13,CI24917
45673_11,CI23663
45673_12,CI26722
45673_13,CI24917
45679_11,CI23663
45679_12,CI24461
45679_13,CI23662
45684_11,CI23663
45684_12,CI23856
45684_13,CI24917
45686_11,CI24937
45686_12,CI25052
45686_13,CI24917
45688_11,CI23663
45688_12,CI25140
45688_13,CI24917
45690_11,CI24527
45690_12,CI25339
45690_13,CI24267
45693_11,CI24867
45693_12,CI25054
45693_13,CI24917
45695_11,CI23855
45695_12,CI25054
45695_13,CI24968
45697_11,CI26388
45697_12,CI28048
45697_13,CI24917
45698_11,CI23855
45698_12,CI23663
45698_13,CI25140
45700_11,CI24527
45700_12,CI24868
45700_13,CI23855
45702_11,CI24867
45702_12,CI23663
45702_13,CI24917
45703_11,CI24522
45703_12,CI24373
45703_13,CI24917
45704_11,CI23688
45704_12,CI24522
45704_13,CI24522
45705_11,CI26155
45705_12,CI26170
45705_13,CI26911
45714_11,CI24867
45714_12,CI25140
45714_13,CI24917
45716_11,CI24530
45716_12,CI24349
45716_13,CI25140
45719_11,CI23714
45719_12,CI24530
45719_13,CI24917
45722_11,CI24487
45722_12,CI25769
45722_13,CI27414
45723_11,CI25124
45723_12,CI23714
45723_13,CI25140
45724_11,CI23855
45724_12,CI25054
45724_13,CI24917
45729_11,CI24257
45729_12,CI24868
45729_13,CI23855
45731_11,CI23769
45731_12,CI23663
45731_13,CI24917
45732_11,CI25073
45732_12,CI24868
45732_13,CI24917
45736_11,CI27015
45736_12,CI28244
45736_13,CI27879
45737_11,CI24037
45737_12,CI24522
45737_13,CI23871
45739_11,CI23663
45739_12,CI24522
45739_13,CI24917
45740_11,CI23598
45740_12,CI25140
45740_13,CI25298
45741_11,CI23714
45741_12,CI24530
45741_13,CI24522
45742_11,CI24527
45742_12,CI23840
45742_13,CI23662
45744_11,CI23714
45744_12,CI24530
45744_13,CI23663
45745_11,CI27440
45745_12,CI24036
45745_13,CI23871
45750_11,CI23516
45750_12,CI26054
45750_13,CI24968
45751_11,CI24867
45751_12,CI26055
45751_13,CI24917
45752_11,CI23663
45752_12,CI24522
45752_13,CI24917
45753_11,CI25998
45753_12,CI25998
45753_13,CI24917
45754_11,CI24037
45754_12,CI24036
45754_13,CI23871
45757_11,CI24037
45757_12,CI24036
45757_13,CI23871
45760_11,CI26388
45760_12,CI24522
45760_13,CI24917
45764_11,CI23714
45764_12,CI23663
45764_13,CI24868
45765_11,CI23855
45765_12,CI23714
45765_13,CI25175
45766_11,CI25031
45766_12,CI23855
45766_13,CI23662
45768_11,CI24648
45768_12,CI24461
45768_13,CI27414
45769_11,CI23714
45769_12,CI24206
45769_13,CI24917
45773_11,CI23663
45773_12,CI24868
45773_13,CI24917
45774_11,CI28568
45774_12,CI25140
45774_13,CI28567
45776_11,CI23663
45776_12,CI25054
45776_13,CI24917
45780_11,CI23663
45780_12,CI23663
45780_13,CI24917
45784_11,CI24867
45784_12,CI25140
45784_13,CI24917
45785_11,CI25128
45785_12,CI25140
45785_13,CI23855
45788_11,CI23663
45788_12,CI25054
45788_13,CI23855
45789_11,CI23663
45789_12,CI24868
45789_13,CI24968
45793_11,CI25493
45793_12,CI24633
45793_13,CI24461
45799_11,CI24966
45799_12,CI24511
45799_13,CI24917
45800_11,CI24362
45800_12,CI25988
45800_13,CI24436
45802_11,CI24461
45802_12,CI24373
45802_13,CI23764
45803_11,CI23663
45803_12,CI25140
45803_13,CI23855
45804_11,CI24530
45804_12,CI24868
45804_13,CI24968
45806_11,CI24527
45806_12,CI24522
45806_13,CI24917
45808_11,CI25998
45808_12,CI25998
45808_13,CI25988
45809_11,CI24530
45809_12,CI24373
45809_13,CI24917
45811_11,CI23714
45811_12,CI24868
45811_13,CI24968
45812_11,CI25149
45812_12,CI24866
45812_13,CI23714
45813_11,CI24527
45813_12,CI24530
45813_13,CI24522
45815_11,CI25140
45815_12,CI25140
45815_13,CI24917
45817_11,CI23958
45817_12,CI24936
45817_13,CI24917
45819_11,CI24875
45819_12,CI24868
45819_13,CI24968
45822_11,CI25988
45822_12,CI25988
45822_13,CI25988
45823_11,CI24530
45823_12,CI23641
45823_13,CI24436
45824_11,CI23663
45824_12,CI26054
45824_13,CI23855
45826_11,CI23855
45826_12,CI24880
45826_13,CI24917
45829_11,CI23663
45829_12,CI24868
45829_13,CI24917
45832_11,CI24349
45832_12,CI24373
45832_13,CI24436
45833_11,CI25988
45833_12,CI25988
45833_13,CI25988
45836_11,CI25119
45836_12,CI24461
45836_13,CI23662
45838_11,CI24257
45838_12,CI25140
45838_13,CI24917
45839_11,CI23714
45839_12,CI24867
45839_13,CI24917
45843_11,CI25175
45843_12,CI23663
45843_13,CI24530
45844_11,CI24448
45844_12,CI25754
45844_13,CI23764
45845_11,CI23769
45845_12,CI24868
45845_13,CI24917
45848_11,CI25248
45848_12,CI25754
45848_13,CI25571
45853_11,CI24530
45853_12,CI23688
45853_13,CI25140
45858_11,CI24349
45858_12,CI24522
45858_13,CI24436
45862_11,CI23856
45862_12,CI25140
45862_13,CI23855
45864_11,CI25175
45864_12,CI25140
45864_13,CI24917
45866_11,CI23663
45866_12,CI23856
45866_13,CI23627
45868_11,CI23955
45868_12,CI24000
45868_13,CI24100
45874_11,CI25175
45874_12,CI25140
45874_13,CI24968
45876_11,CI24527
45876_12,CI23688
45876_13,CI23662
45877_11,CI23688
45877_12,CI25140
45877_13,CI23662
45878_11,CI23663
45878_12,CI24868
45878_13,CI24917
45883_11,CI26250
45883_12,CI24530
45883_13,CI24968
45885_11,CI23663
45885_12,CI23856
45885_13,CI24968
45894_11,CI24867
45894_12,CI25054
45894_13,CI24917
45902_11,CI25119
45902_12,CI24868
45902_13,CI24968
45903_11,CI24522
45903_12,CI24522
45903_13,CI23855
45905_11,CI24530
45905_12,CI23663
45905_13,CI24868
45906_11,CI24362
45906_12,CI25988
45906_13,CI24436
45907_11,CI27652
45907_12,CI27679
45907_13,CI27662
45912_11,CI23855
45912_12,CI26817
45912_13,CI27437
45914_11,CI23688
45914_12,CI24868
45914_13,CI23627
45916_11,CI23663
45916_12,CI24530
45916_13,CI24257
45919_11,CI24530
45919_12,CI23663
45919_13,CI24868
45921_11,CI23855
45921_12,CI24522
45921_13,CI24917
45928_11,CI23714
45928_12,CI24530
45928_13,CI24968
45935_11,CI23714
45935_12,CI23688
45935_13,CI24968
45936_11,CI26432
45936_12,CI26401
45936_13,CI26421
45946_11,CI24633
45946_12,CI24461
45946_13,CI27414
45947_11,CI28168
45947_12,CI28184
45947_13,CI28176
45950_11,CI24867
45950_12,CI25769
45950_13,CI24977
